id,city,temperature,feels_like,humidity,pressure,wind_speed,clouds,description,timestamp,record_date
47,Cao Bằng,13.0,12.78,93,1028,1.63,100,mưa vừa,2025-11-18 16:47:09,2025-11-18
48,Lào Cai,17.72,18.13,99,1024,1.16,100,mưa nhẹ,2025-11-18 16:47:09,2025-11-18
51,Hà Nội,16.0,15.98,89,1025,7.49,100,mưa nhẹ,2025-11-18 17:32:28,2025-11-18
52,Hải Phòng,15.95,15.9,88,1023,6.69,100,mưa nhẹ,2025-11-18 17:32:28,2025-11-18
53,Hà Giang,16.54,16.78,97,1026,1.15,100,mưa vừa,2025-11-18 17:32:29,2025-11-18
54,Cao Bằng,12.97,12.72,92,1028,1.46,100,mưa vừa,2025-11-18 17:32:29,2025-11-18
55,Lào Cai,16.96,17.3,99,1025,1.09,100,mưa vừa,2025-11-18 17:32:29,2025-11-18
58,Hà Nội,16.0,15.85,84,1027,7.17,100,mây đen u ám,2025-11-18 18:48:43,2025-11-18
59,Hải Phòng,14.95,14.8,88,1025,6.69,100,mây đen u ám,2025-11-18 18:48:43,2025-11-18
60,Hà Giang,16.12,16.32,97,1027,1.69,100,mưa vừa,2025-11-18 18:48:43,2025-11-18
61,Cao Bằng,13.08,12.82,91,1030,1.81,100,mưa vừa,2025-11-18 18:48:44,2025-11-18
62,Lào Cai,16.45,16.74,99,1027,1.12,100,mưa vừa,2025-11-18 18:48:44,2025-11-18
63,Hà Nội,14.0,13.78,89,1029,6.59,100,mây đen u ám,2025-11-18 21:56:57,2025-11-18
64,Hải Phòng,14.95,14.64,82,1027,5.14,100,mây đen u ám,2025-11-18 21:56:57,2025-11-18
65,Hà Giang,14.59,14.64,97,1030,1.53,100,mưa vừa,2025-11-18 21:56:58,2025-11-18
66,Cao Bằng,12.31,12.02,93,1031,1.99,100,mưa vừa,2025-11-18 21:56:58,2025-11-18
67,Lào Cai,15.36,15.51,98,1029,0.82,100,mưa vừa,2025-11-18 21:56:59,2025-11-18
70,Hà Nội,14.0,13.83,91,1029,6.59,100,mây đen u ám,2025-11-18 22:07:40,2025-11-18
71,Hải Phòng,14.95,14.64,82,1026,5.14,100,mây đen u ám,2025-11-18 22:07:40,2025-11-18
72,Hà Giang,14.58,14.63,97,1030,1.53,100,mưa vừa,2025-11-18 22:07:40,2025-11-18
73,Cao Bằng,12.32,12.04,93,1031,1.99,100,mưa vừa,2025-11-18 22:07:41,2025-11-18
74,Lào Cai,15.35,15.5,98,1029,0.82,100,mưa vừa,2025-11-18 22:07:41,2025-11-18
75,Hà Nội,17.0,16.71,75,1024,2.59,100,mây đen u ám,2025-11-19 16:57:54,2025-11-19
76,Hải Phòng,15.95,15.25,63,1024,3.09,0,bầu trời quang đãng,2025-11-19 16:57:54,2025-11-19
77,Hà Giang,15.06,14.79,83,1024,0.74,96,mây đen u ám,2025-11-19 16:57:54,2025-11-19
78,Cao Bằng,14.67,14.31,81,1025,0.85,100,mây đen u ám,2025-11-19 16:57:55,2025-11-19
79,Lào Cai,15.64,15.48,85,1024,1.03,55,mây cụm,2025-11-19 16:57:55,2025-11-19
80,Hà Nội,17.0,16.79,78,1025,2.36,100,mưa nhẹ,2025-11-19 17:39:23,2025-11-19
81,Hà Giang,14.31,14.04,86,1025,0.29,95,mây đen u ám,2025-11-19 17:39:24,2025-11-19
82,Cao Bằng,14.25,13.87,82,1025,0.94,100,mưa nhẹ,2025-11-19 17:39:25,2025-11-19
83,Hà Nội,17.0,16.79,78,1025,2.36,100,mây đen u ám,2025-11-19 17:53:08,2025-11-19
84,Cao Bằng,14.25,13.87,82,1025,0.94,100,mây đen u ám,2025-11-19 17:53:11,2025-11-19
86,Hà Nội,17.0,16.79,78,1025,2.36,100,mưa nhẹ,2025-11-19 18:09:57,2025-11-19
87,Hải Phòng,14.95,14.25,67,1024,2.57,0,bầu trời quang đãng,2025-11-19 18:09:58,2025-11-19
88,Cao Bằng,14.24,13.86,82,1025,0.94,100,mây đen u ám,2025-11-19 18:09:59,2025-11-19
89,Cao Bằng,14.24,13.86,82,1025,0.94,100,mưa nhẹ,2025-11-19 18:20:14,2025-11-19
90,Hà Nội,17.0,16.84,80,1025,2.48,100,mây đen u ám,2025-11-19 18:37:39,2025-11-19
91,Hải Phòng,14.95,14.25,67,1024,2.57,0,mưa vừa,2025-11-19 18:37:40,2025-11-19
92,Hà Giang,14.44,14.19,86,1026,0.28,96,mây đen u ám,2025-11-19 18:37:40,2025-11-19
93,Cao Bằng,14.14,13.72,81,1026,0.66,100,mưa vừa,2025-11-19 18:37:41,2025-11-19
94,Hà Nội,16.0,15.74,80,1025,2.48,100,mây đen u ám,2025-11-19 18:59:57,2025-11-19
95,Hải Phòng,14.95,14.15,63,1025,2.06,0,bầu trời quang đãng,2025-11-19 18:59:59,2025-11-19
96,Đà Nẵng,20.99,21.31,83,1020,7.2,75,mây cụm,2025-11-19 18:59:59,2025-11-19
97,Cần Thơ,25.99,25.99,100,1010,2.57,75,mây cụm,2025-11-19 19:00:00,2025-11-19
98,An Giang,24.24,25.15,93,1010,5.3,89,mưa nhẹ,2025-11-19 19:00:01,2025-11-19
99,Bạc Liêu,25.7,26.62,88,1010,7.21,100,mây đen u ám,2025-11-19 19:00:02,2025-11-19
100,Bắc Kạn,13.88,13.7,91,1026,0.5,100,mây đen u ám,2025-11-19 19:00:03,2025-11-19
101,Bắc Giang,15.69,15.3,76,1025,2.53,100,mây đen u ám,2025-11-19 19:00:03,2025-11-19
102,Bắc Ninh,16.05,15.77,79,1025,2.68,100,mây đen u ám,2025-11-19 19:00:04,2025-11-19
103,Bến Tre,24.5,25.36,90,1010,3.77,58,mây cụm,2025-11-19 19:00:05,2025-11-19
104,Bình Dương,22.31,23.08,95,1016,8.37,100,mưa nhẹ,2025-11-19 19:00:05,2025-11-19
105,Bình Định,20.84,21.3,89,1022,1.89,100,mây đen u ám,2025-11-19 19:00:06,2025-11-19
106,Cà Mau,24.67,25.62,93,1010,4.09,100,mây đen u ám,2025-11-19 19:00:08,2025-11-19
107,Cao Bằng,14.14,13.72,81,1026,0.66,100,mây đen u ám,2025-11-19 19:00:09,2025-11-19
108,Gia Lai,20.39,20.55,79,1014,4.56,100,mưa nhẹ,2025-11-19 19:00:13,2025-11-19
109,Hà Nam,21.06,21.26,78,1021,5.14,75,mây cụm,2025-11-19 19:00:14,2025-11-19
110,Hà Tĩnh,14.58,14.26,83,1025,3.47,100,mây đen u ám,2025-11-19 19:00:15,2025-11-19
111,Hòa Bình,14.54,14.43,91,1026,1.14,100,mây đen u ám,2025-11-19 19:00:17,2025-11-19
112,Hưng Yên,15.02,14.64,79,1025,3.38,100,mưa nhẹ,2025-11-19 19:00:18,2025-11-19
113,Khánh Hòa,24.54,25.32,87,1010,6.32,79,mây cụm,2025-11-19 19:00:18,2025-11-19
114,Kon Tum,19.14,19.07,75,1016,3.57,100,mây đen u ám,2025-11-19 19:00:20,2025-11-19
115,Lai Châu,9.58,8.86,87,1024,1.82,86,mây đen u ám,2025-11-19 19:00:20,2025-11-19
116,Lạng Sơn,10.9,10.24,84,1026,1.82,100,mây đen u ám,2025-11-19 19:00:22,2025-11-19
117,Lào Cai,13.77,13.6,92,1026,0.62,47,mây rải rác,2025-11-19 19:00:23,2025-11-19
118,Long An,24.77,25.6,88,1010,3.96,92,mây đen u ám,2025-11-19 19:00:23,2025-11-19
119,Nam Định,14.88,14.41,76,1025,5.12,100,mưa vừa,2025-11-19 19:00:24,2025-11-19
120,Ninh Bình,14.71,14.35,81,1025,4.2,100,mưa vừa,2025-11-19 19:00:25,2025-11-19
121,Phú Thọ,23.73,24.67,96,1012,4.61,100,mây đen u ám,2025-11-19 19:00:27,2025-11-19
122,Quảng Ngãi,20.18,20.76,96,1019,5.32,100,mây đen u ám,2025-11-19 19:00:30,2025-11-19
123,Quảng Trị,19.74,20.02,86,1022,5.56,100,mây đen u ám,2025-11-19 19:00:31,2025-11-19
124,Sóc Trăng,25.04,26.0,92,1010,5.3,96,mây đen u ám,2025-11-19 19:00:32,2025-11-19
125,Sơn La,11.47,11.13,94,1025,1.06,97,mưa nhẹ,2025-11-19 19:00:32,2025-11-19
126,Tây Ninh,-0.51,-3.53,30,1031,2.41,78,tuyết rơi nhẹ,2025-11-19 19:00:33,2025-11-19
127,Thái Bình,14.47,13.88,73,1025,5.11,100,mưa nhẹ,2025-11-19 19:00:34,2025-11-19
128,Thái Nguyên,2.92,0.95,44,1029,2.0,0,bầu trời quang đãng,2025-11-19 19:00:34,2025-11-19
129,Thanh Hóa,14.54,14.14,80,1025,2.31,100,mây đen u ám,2025-11-19 19:00:35,2025-11-19
130,Trà Vinh,25.1,26.07,92,1010,5.45,92,mây đen u ám,2025-11-19 19:00:37,2025-11-19
131,Tuyên Quang,14.96,14.73,85,1026,0.67,98,mây đen u ám,2025-11-19 19:00:38,2025-11-19
132,Vĩnh Long,25.31,26.25,90,1010,5.77,97,mây đen u ám,2025-11-19 19:00:38,2025-11-19
133,Vĩnh Phúc,13.26,12.83,84,1025,3.2,100,mây đen u ám,2025-11-19 19:00:39,2025-11-19
134,Yên Bái,15.6,15.41,84,1026,0.25,100,mây đen u ám,2025-11-19 19:00:40,2025-11-19
